,distance,sigma_x_A,sigma_y_A,sigma_x_B,sigma_y_B
287,113.78193243415541,3609.5929461234364,3619.3330716257897,2401.7137115649216,2402.685988888071
288,51.38859513387923,1972.6848420487902,1971.71104727662,2957.724958125742,2956.809399878288
289,14.705872875535439,3093.2635699734487,3088.839024746077,4184.333744276218,4186.579537283088
290,4.613764181858783,3118.1928513485045,3114.774918340999,3812.445491645093,3813.2559099835194
291,20.812824716686993,1980.7522008448532,1980.6381714539932,3226.2963003944365,3224.4480580040536
292,49.68962655672819,2546.219789032143,2546.428188962495,2852.08495112966,2853.1359484997174
293,3.042905881606637,2070.6149532014374,2065.882706503608,3016.9530957328097,3013.7987991593986
294,22.67230745796237,2238.908280831058,2238.2834766416413,3847.2271107393944,3845.4555670938576
295,33.83585685582191,2062.612951368713,2063.248857933168,2852.4700531888448,2853.0314526093844
296,23.380921006327263,2625.1428608529263,2625.781545639232,3177.35353981431,3178.5948712319596
297,4.553573875428079,2044.8658037061755,2044.495891559954,2791.705690713518,2791.8459348645533
298,15.133879974303014,1838.0832636967486,1837.5363201540608,2813.292294236591,2813.811824106694
299,14.042175244152824,3151.035609112586,3147.527297916877,2165.6187658303847,2162.660004334046
300,8.370648275111277,2329.847680680348,2328.92549025411,2268.0782537819678,2268.0312340402397
301,115.01112800982372,2190.4106444950453,2190.1137354206057,2904.770612733618,2903.087048269684
302,37.1033976907915,2056.457670094086,2060.760028285841,2564.639573224645,2564.738558078157
303,71.76181906136783,2567.68980991515,2565.6118894434826,3510.8384368395605,3513.481974549492
304,108.26067809106232,1486.6977939447638,1486.8552523082485,6020.708655867272,6004.789216654743
305,30.203519297715037,2069.6775642762777,2071.4396050494197,2623.216709152449,2624.905428026555
306,11.727143284559746,2710.551968608877,2708.8108949817106,2306.8529450629635,2307.9916157287494
307,11.559028978714801,2552.800907631163,2551.2109069752387,2695.4015519947584,2696.237510864562
308,14.914144529865492,2594.957725542743,2595.257517211504,2577.3909171969412,2574.5249336331676
309,21.84998035782705,2683.2915043414305,2684.038502419399,3144.7784858305636,3144.024644603879
310,37.93822139212778,2385.307792908382,2385.9868460690977,4330.023363812857,4330.479928900526
311,10.234028413606095,2455.9519565823734,2457.352505615852,2504.3201535129397,2506.6902413905595
